Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
SLC6A1,Support,31406558,ASD,
SLC6A1,Support,31981491,ASD,
SLC6A1,Support,32277047,ID,Marfanoid habitus
SLC6A1,Support,32398021,"ASD, epilepsy/seizures","DD, ID"
SLC6A1,Support,32469098,"DD, ID, epilepsy/seizures",ASD
SLC6A1,Support,32660967,"ASD, DD, epilepsy/seizures",
SLC6A3,Support,10889530,BPD,
SLC6A3,Positive Association,10924870,Epilepsy,
SLC6A3,Support,16171832,ADHD,
SLC6A3,Support,18614672,,
SLC6A3,Support,22514303,ADHD,
SLC6A3,Primary,23979605,ASD,
SLC6A3,Support,24911152,"ADHD, early-onset parkinsonism",
SLC6A3,Recent Recommendation,25313507,ASD,
SLC6A3,Recent Recommendation,25331903,,
SLC6A3,Support,25774383,ASD,
SLC6A3,Recent Recommendation,29559554,,
SLC6A3,Support,30755521,ASD,
SLC6A3,Recent Recommendation,31094705,ASD,
SLC6A3,Highly Cited,7717410,ADHD,
SLC6A3,Positive Association,9246671,ADHD,
SLC6A4,Positive Association,11920155,ASD,
SLC6A4,Highly Cited,12130784,,
SLC6A4,Positive Association,12232775,ASD,
SLC6A4,Positive Association,15094787,ASD,
SLC6A4,Negative Association,15108191,ASD,
SLC6A4,Positive Association,15635668,PDD,
SLC6A4,Negative Association,15882779,ASD,
SLC6A4,Positive Association,15995945,ASD,
SLC6A4,Positive Association,16103890,ASD,
SLC6A4,Recent Recommendation,16534505,,
SLC6A4,Negative Association,16616719,ASD,
SLC6A4,Recent Recommendation,19016890,,
SLC6A4,Recent Recommendation,19208814,,
SLC6A4,Support,21183371,ASD,
SLC6A4,Support,22431635,,
SLC6A4,Support,22495311,ASD,
SLC6A4,Positive Association,23630162,TS,
SLC6A4,Support,24066114,ASD,"ID, epilepsy"
SLC6A4,Negative Association,24192574,ASD,
SLC6A4,Support,25363760,ASD,
SLC6A4,Positive Association,25408912,ASD,
SLC6A4,Recent Recommendation,26938441,,
SLC6A4,Support,27091118,,
SLC6A4,Support,28088648,,
SLC6A4,Negative Association,30814960,ASD,
SLC6A4,Primary,9152989,ASD,
SLC6A8,Highly Cited,11326334,,
SLC6A8,Primary,16601898,ASD,"MR, epilepsy, dystonia"
SLC6A8,Recent Recommendation,16763899,,
SLC6A8,Support,21267006,ID,
SLC6A8,Support,23033978,ID,"Epilepsy, ASD"
SLC6A8,Support,23092983,ASD,ID
SLC6A8,Support,25363768,ASD,
SLC6A8,Support,26637798,ASD,
SLC6A8,Support,28097321,Cerebral creatine deficiency syndrome 1,ID
SLC6A8,Support,28831199,ASD,
SLC6A8,Support,30400883,Cerebral creatine deficiency syndrome 1,"DD, ID, epilepsy/seizures, autistic features"
SLC6A8,Support,31031587,ASD,"Epilepsy/seizures, Cerebral creatine deficiency sy"
SLC6A8,Support,31452935,ASD,
SLC6A8,Support,31906484,ID,
SLC7A3,Support,17234578,,
SLC7A3,Primary,26215737,ASD,
SLC7A5,Primary,27912058,ASD,
SLC7A5,Support,30356053,,
SLC7A5,Support,31701662,ASD,
SLC7A5,Support,32821949,,
SLC7A7,Primary,22495309,ASD,
SLC7A7,Recent Recommendation,28831199,ASD,
SLC7A7,Support,31398340,ASD,
SLC9A6,Highly Cited,18342287,X-linked mental retardation syndrome,
SLC9A6,Recent Recommendation,19471312,Angelman-like syndrome,
SLC9A6,Recent Recommendation,20130086,,
SLC9A6,Primary,20395263,Christianson syndrome,"ASD, ID, epilepsy, dystonia"
SLC9A6,Recent Recommendation,22541666,Christianson syndrome,"ID, Epilepsy"
SLC9A6,Support,23508127,ASD,
SLC9A6,Recent Recommendation,24035762,,
SLC9A6,Support,25044251,Christianson syndrome,"ID, epilepsy, ASD"
SLC9A6,Support,25167861,ID,
SLC9A6,Support,25533962,ID,Microcephaly
SLC9A6,Support,27256868,Christianson syndrome,
SLC9A6,Support,29100083,Epilepsy/seizures,DD/ID
SLC9A6,Support,30842647,Microcephaly,"DD, epilepsy/seizures"
SLC9A6,Support,31130284,"ASD, DD, epilepsy/seizures",
SLC9A6,Support,31175985,Christianson syndrome,
SLC9A6,Support,31906484,ID,
SLC9A6,Support,32429945,"ASD, ID",
SLC9A6,Support,32722525,ASD,"Developmental regression, epilepsy/seizures"
SLC9A9,Highly Cited,14569117,ADHD,ID
SLC9A9,Recent Recommendation,17005858,,
SLC9A9,Recent Recommendation,18057008,,
SLC9A9,Primary,18621663,ASD,
SLC9A9,Recent Recommendation,18937294,ADHD,
SLC9A9,Support,23508127,ASD,
SLC9A9,Recent Recommendation,23715297,,
SLC9A9,Recent Recommendation,24065030,ASD,
SLC9A9,Support,27123481,"ASD, epilepsy",
SLC9A9,Support,27439572,,
SLC9A9,Support,29362376,,
SLC9A9,Support,30927234,"ASD, ADHD",
SLCO1B3,Primary,25363760,ASD,
SLCO1B3,Recent Recommendation,25621899,ASD,
SLCO1B3,Support,31398340,ASD,
SLCO1B3,Support,31674007,ASD,Macrocephaly
SLIT3,Support,21152026,MDD,
SLIT3,Primary,24410847,ASD,
SLIT3,Support,28867142,ASD,
SLITRK5,Primary,20418887,OCD,
SLITRK5,Support,22542183,ASD,
SLITRK5,Support,25363768,ASD,
SLITRK5,Support,26325558,ASD,
SLITRK5,Recent Recommendation,26401017,ASD,
SLITRK5,Support,26539891,ID,Microcephaly
SLITRK5,Recent Recommendation,26938441,,
SLITRK5,Support,28085938,OCD,
SLITRK5,Support,30504930,ASD,
SMAD4,Primary,25363768,ASD,
SMAD4,Support,25533962,DD,
SMAD4,Recent Recommendation,28628100,ASD,
SMAD4,Recent Recommendation,29892012,,
SMAD4,Support,31771860,OCD,
SMARCA2,Positive Association,19363039,SCZ,
SMARCA2,Support,19606471,Nicolaides-Baraitser syndrome,
SMARCA2,Support,20802310,Nicolaides-Baraitser syndrome,ASD
SMARCA2,Support,22366787,Nicolaides-Baraitser syndrome,ID
SMARCA2,Support,22426308,Coffin-Siris syndrome,"DD, ID"
SMARCA2,Primary,22822383,Nicolaides-Baraitser syndrome,"ID, Epilepsy, ASD (1/3)"
SMARCA2,Support,27479843,ID,
SMARCA2,Support,27665729,Nicolaides-Baraitser syndrome,"ASD, ID, epilepsy/seizures"
SMARCA2,Support,27667684,ASD,
SMARCA2,Support,28333917,Psychomotor retardation,
SMARCA2,Support,28554332,"ID, epilepsy/seizures",
SMARCA2,Support,28628100,"ASD, DD",
SMARCA2,Support,28708303,Nicolaides-Baraitser syndrome,
SMARCA2,Support,28831199,ASD,
SMARCA2,Support,31031587,ASD,ID
SMARCA2,Support,31036916,DD,
SMARCA4,Highly Cited,22426308,Coffin-Siris syndrome-4 (CSS4),
SMARCA4,Support,23637025,Coffin-Siris syndrome-4 (CSS4),
SMARCA4,Support,25168959,Coffin-Siris syndrome-4 (CSS4),
SMARCA4,Primary,25363760,ASD,
SMARCA4,Recent Recommendation,28714951,ASD,
SMARCA4,Support,28990276,ID,"Hypotonia, dysmorphic features"
SMARCA4,Support,31452935,ASD,
SMARCA4,Support,32686290,Coffin-Siris syndrome-4,"ADHD, ASD"
SMARCC2,Support,17878164,,
SMARCC2,Primary,22495311,ASD,
SMARCC2,Support,22542183,ASD,
SMARCC2,Recent Recommendation,26401017,ASD,
SMARCC2,Recent Recommendation,26938441,,
SMARCC2,Support,27620904,ID,Epilepsy/seizures
SMARCC2,Support,27824329,ASD,
SMARCC2,Support,28263302,ASD,
SMARCC2,Support,29754769,ASD,
SMARCC2,Recent Recommendation,30580808,DD/ID,ASD
SMARCC2,Support,31398340,ASD,
SMARCC2,Support,31981491,ASD,
SMC1A,Highly Cited,17273969,Cornelia de Lange syndrome-2 (CDLS2),
SMC1A,Support,18996922,,
SMC1A,Primary,28548707,Cornelia de Lange syndrome-2 (CDLS2),
SMC1A,Recent Recommendation,29995837,Cornelia de Lange syndrome-2 (CDLS2),
SMC1A,Support,30008475,Cornelia de Lange syndrome-2 (CDLS2),"DD, epilepsy/seizures, microcephaly"
SMC1A,Support,31130284,"ASD, epilepsy/seizures",
SMC2-AS1,Primary,32807774,ASD,ASD sub-phenotype
SMC3,Highly Cited,17273969,Cornelia de Lange syndrome-3 (CDLS3),
SMC3,Primary,25363768,ASD,
SMC3,Support,25533962,DD,
SMC3,Support,25655089,Cornelia de Lange syndrome-3 (CDLS3),
SMC3,Recent Recommendation,28191889,ASD,
SMC3,Support,28554332,ID,
SMC3,Recent Recommendation,29995837,Cornelia de Lange syndrome-3 (CDLS3),
SMC3,Support,31038196,ASD,
SMC3,Support,31178897,DD,
SMG6,Primary,23376982,"ID, DD",ASD
SMG6,Support,25363768,ASD,
SMURF1,Primary,25363760,ASD,
SMURF1,Recent Recommendation,31398340,ASD,
SNAP25,Positive Association,21497654,ASD,
SNAP25,Primary,25629685,ASD,
SNAP25,Recent Recommendation,25678324,,
SNAP25,Support,27513193,Neurodevelopment disorder,
SNAP25,Positive Association,27888397,ASD,
SNAP25,Support,29100083,Epilepsy/seizures,"DD, ID"
SNAP25,Positive Association,32479779,ASD,
SND1,Highly Cited,12234934,,
SND1,Highly Cited,14508492,,
SND1,Highly Cited,15895094,,
SND1,Recent Recommendation,19820703,,
SND1,Primary,20442744,ASD,
SND1,Recent Recommendation,20713134,,
SND1,Recent Recommendation,20713507,,
SND1,Support,22542183,ASD,
SNRPN,Primary,22521361,ASD,
SNRPN,Recent Recommendation,26749308,ASD,
SNRPN,Recent Recommendation,27430727,,
SNRPN,Support,27659333,"DD, ID",
SNRPN,Support,27841880,"DD, epilepsy/seizures",
SNTG2,Highly Cited,17292328,,
SNTG2,Primary,20808228,ASD,
SNTG2,Recent Recommendation,22521361,ASD,
SNTG2,Support,23505263,SCZ,
SNTG2,Support,23999528,ASD,
SNTG2,Support,31398340,ASD,
SNX14,Support,25439728,"ID, cerebellar ataxia",
SNX14,Primary,25848753,"ID, DD, cerebellar atrophy, hypotonia",Autistic features
SNX14,Support,26539891,ID,Microcephaly
SNX14,Support,27848944,Autosomal recessive spinocerebellar ataxia-20,"DD, ID"
SNX14,Support,29346770,ASD,
SNX14,Support,31398340,ASD,
SNX19,Primary,23032108,ASD,DD/ID
SNX19,Support,25363768,ASD,
SNX19,Positive Association,29483656,SCZ,
SNX5,Primary,25363768,ASD,
SNX5,Support,27525107,ASD,
SNX5,Recent Recommendation,30559488,,
SOD1,Support,19166269,,
SOD1,Primary,24155217,ASD,
SON,Primary,25363768,ASD,
SON,Support,27545676,ZTTK syndrome,ASD
SON,Support,27545680,ZTTK syndrome,ASD or autistic features
SON,Support,31398340,ASD,
SON,Support,31873310,ASD,
SON,Support,32448361,ZTTK syndrome,
SON,Support,32705777,"ZTTK syndrome, DD","ID, stereotypy"
SORCS3,Support,25363760,ASD,
SORCS3,Positive Association,29700475,Depression,
SORCS3,Positive Association,30478444,ADHD,
SORCS3,Support,30586538,"DD, ID, epilepsy/seizures",
SORCS3,Positive Association,30718901,Depression,
SORCS3,Primary,32606422,ASD,
SOX5,Primary,20808228,ASD,
SOX5,Support,22290657,"DD, ID","ASD, ADHD"
SOX5,Support,23220431,ID,
SOX5,Support,23498568,,
SOX5,Support,26111154,,
SOX5,Recent Recommendation,27479843,ID,
SOX5,Support,27667684,ASD,
SOX5,Support,27841880,DD,
SOX5,Support,28263302,ASD,
SOX5,Support,28708303,ASD,
SOX5,Support,29286531,"DD, epilepy/seizures, microcephaly",
SOX5,Support,29477873,Lamb-Shaffer syndrome,"ID, autistic features"
SOX5,Positive Association,29483656,SCZ,
SOX5,Recent Recommendation,31578471,Lamb-Shaffer syndrome,ASD
SOX6,Primary,32442410,ID,"ASD, ADHD"
SPARCL1,Support,11706102,ASD,
SPARCL1,Primary,25363760,ASD,
SPARCL1,Recent Recommendation,26771491,,
SPAST,Support,22495311,ASD,
SPAST,Primary,22521361,ASD,
SPAST,Support,25363768,ASD,
SPAST,Support,25533962,Unknown diagnosis,
SPAST,Recent Recommendation,26401017,ASD,
SPAST,Recent Recommendation,26402605,ASD,
SPAST,Support,27841880,"Spasticity, microcephaly",
SPAST,Support,28263302,ASD,
SPAST,Support,30564305,ASD,
SPAST,Support,31134136,ASD,
SPAST,Support,31981491,ASD,
SPEN,Support,25363760,ASD,
SPEN,Primary,25363768,ASD,
SPEN,Support,25961944,ASD,
SPEN,Support,27525107,ASD,
SPEN,Support,28135719,DD,
SPEN,Recent Recommendation,30559488,,
SPEN,Support,31130284,"ID, speech delay, motor delay",Autistic features
SPEN,Support,31981491,ASD,
SPEN,Support,32094338,ASD,
SPP2,Primary,22495311,ASD,
SPP2,Support,25961944,ASD,
SPP2,Recent Recommendation,28831199,,
SPP2,Support,30564305,ASD,
SRCAP,Support,25363760,ASD,
SRCAP,Primary,25363768,ASD,
SRCAP,Support,25533962,Microcephaly,
SRCAP,Recent Recommendation,28191889,ASD,
SRCAP,Support,28263302,ASD,
SRD5A2,Primary,23867117,ALTs,
SRD5A2,Support,25363768,ASD,
SRD5A2,Negative Association,26930261,ALTs,
SRGAP3,Support,12195014,ID,
SRGAP3,Primary,25363768,ASD,
SRGAP3,Recent Recommendation,28191889,DD,
SRGAP3,Recent Recommendation,30123108,,
SRGAP3,Support,31452935,ASD,
SRPRA,Primary,25363768,ASD,
SRPRA,Recent recommendation,31981491,ASD,
SRRM4,Support,21884984,,
SRRM4,Support,25219497,,
SRRM4,Primary,25525873,ASD,
SRRM4,Support,25533962,Unknown diagnosis,
SRRM4,Recent Recommendation,27984743,,
SRRM4,Positive Association,32807774,ASD,ASD sub-phenotype
SRSF11,Primary,25363760,ASD,
SRSF11,Recent Recommendation,28263302,ASD,
SRSF11,Support,28714951,ASD,
SRSF11,Support,30257206,TS,
SSPO,Support,25363760,ASD,
SSPO,Support,25363768,ASD,
SSPO,Primary,25961944,ASD,
SSPO,Support,31398340,ASD,
SSRP1,Primary,25363768,ASD,
SSRP1,Recent Recommendation,28867142,ASD,
ST7,Primary,10889047,ASD,
ST7,Highly Cited,11279520,,
ST7,Support,25363760,ASD,
ST7,Support,25558065,"DD, epilepsy",
ST8SIA2,Support,16229822,SCZ,
ST8SIA2,Support,17126533,SCZ,
ST8SIA2,Primary,20663923,ASD,
ST8SIA2,Support,22693595,BPD,SCZ
ST8SIA2,Support,24357335,ASD,Epilepsy
ST8SIA2,Support,27565727,,
ST8SIA2,Support,27667684,ASD,
ST8SIA2,Recent Recommendation,29353880,,
ST8SIA2,Support,31398340,ASD,
STAG1,Primary,28119487,ID,"Autistic features, epilepsy/seizures"
STAG1,Support,29346770,ASD,
STAG1,Support,31231135,ID,
STAG1,Support,32530565,DD,
STAT1,Support,25363768,ASD,
STAT1,Primary,27409813,,
STK39,Highly Cited,12386165,,
STK39,Recent Recommendation,18270262,,
STK39,Primary,18348195,ASD,
STK39,Recent Recommendation,18843116,,
STK39,Recent Recommendation,19114657,,
STX1A,Primary,18593506,ASD,
STX1A,Positive Association,21118708,ASD,
STX1A,Positive Association,24548729,ASD,
STX1A,Support,25774383,ASD,
STX1A,Support,28097321,"ID, hypotonia",
STX1A,Support,28235601,ASD,
STXBP1,Highly Cited,18469812,Epilepsy,ID
STXBP1,Support,19557857,ID,Epilepsy
STXBP1,Support,20876469,Epilepsy,ID
STXBP1,Support,20887364,Epilepsy,
STXBP1,Support,21062273,Epilepsy,
STXBP1,Support,21204804,Epilepsy,
STXBP1,Support,21364700,ID,
STXBP1,Support,22495311,ASD,
STXBP1,Primary,22722545,"ID, ASD, Epilepsy",
STXBP1,Support,23020937,ID,"Epilepsy, ASD"
STXBP1,Support,23708187,Epilepsy,"ID, ASD, DD"
STXBP1,Positive Association,23934111,Epilepsy,"IS, LGS, DD, ID, ASD, ADHD"
STXBP1,Support,25533962,"DD, ID, epilepsy/seizures",ASD
STXBP1,Support,25621899,ASD,
STXBP1,Support,25714420,Atypical Rett syndrome,"ID, epilepsy/seizures"
STXBP1,Support,25914188,Atypical Rett syndrome,Epilepsy
STXBP1,Recent Recommendation,26235986,,
STXBP1,Support,26544041,"DD, ID, epilepsy/seizures",
STXBP1,Recent Recommendation,26865513,"ID, epilepsy",ASD or autistic features
STXBP1,Support,26918652,Ohtahara syndrome,Epilepsy
STXBP1,Support,27184330,ID,Ataxia
STXBP1,Support,27824329,ASD,
STXBP1,Support,27848944,"ASD, DD, ID, epilepsy/seizures",
STXBP1,Support,27864847,Epilepsy/seizures,
STXBP1,Support,28628100,ASD,
STXBP1,Support,28708303,ID,"Epileptic encephalopathy, ADHD"
STXBP1,Support,28714951,ASD,
STXBP1,Support,28771251,"DD, ID, epilepsy/seizures",
STXBP1,Support,28944233,"DD, ID","Epilepsy/seizures, ASD"
STXBP1,Support,29264391,"ID, epilepsy/seizures, speech delay","ASD, motor delay"
STXBP1,Recent Recommendation,29538625,,
STXBP1,Support,29544889,Rett syndrome,"Epilepsy/seizures, developmental regression, ASD, "
STXBP1,Support,30266908,,
STXBP1,Support,30504930,ASD,
STXBP1,Support,30842647,Microcephaly,"DD, ID, epilepsy/seizures, stereotypies"
STXBP1,Support,30945278,Epilepsy/seizures,DD
STXBP1,Support,31130284,"ASD, DD, ID, epilepsy/seizures",
STXBP1,Support,31139143,"ASD, epilepsy/seizures",
STXBP1,Support,31344879,Epilepsy/seizures,Atypical Rett syndrome/Rett syndrome-like phenotyp
STXBP1,Support,31406558,ASD,
STXBP1,Support,31855252,"ID, epilepsy/seizures",
STXBP1,Support,31981491,ASD,
STXBP1,Support,32382396,ADHD,
STXBP1,Support,32429945,ID,
STXBP1,Support,32530565,DD,
STXBP5,Support,21547721,ASD,
STXBP5,Primary,24410847,ASD,
STXBP5,Support,25363760,ASD,
STXBP5,Recent Recommendation,26401017,ASD,
STXBP5,Support,27824329,ASD,
STXBP5,Support,27841880,"DD, hypotonia",
STYK1,Primary,26398136,ASD,
STYK1,Support,31398340,ASD,
SUCLG2,Recent Recommendation,18452512,,
SUCLG2,Primary,19557195,ASD,
SUCLG2,Highly Cited,19631775,,
SUCLG2,Support,25363768,ASD,
SUCLG2,Support,31674007,ASD,Macrocephaly
SUPT16H,Primary,25363768,ASD,
SUPT16H,Support,25735987,,
SUPT16H,Support,26834018,,
SUPT16H,Support,30670789,,
SUPT16H,Support,31823155,,
SUPT16H,Recent recommendation,31924697,"DD, ID",Autistic features
SYAP1,Support,21368063,,
SYAP1,Primary,23275889,ASD,
SYBU,Primary,32332993,ASD,
SYCE1,Primary,32778826,ASD,
SYN1,Highly Cited,10725920,,
SYN1,Highly Cited,1312849,,
SYN1,Recent Recommendation,20804820,,
SYN1,Recent Recommendation,20921223,,
SYN1,Primary,21441247,ASD,epilepsy
SYN1,Recent Recommendation,21593312,,
SYN1,Support,23092983,ASD,ID
SYN1,Recent Recommendation,23250796,,
SYN1,Recent Recommendation,23280234,ASD,
SYN1,Recent Recommendation,23406870,,
SYN1,Support,24410847,ASD,
SYN1,Recent Recommendation,26096837,"ASD, epilepsy/seizures",
SYN1,Recent Recommendation,26173895,,
SYN1,Support,28973667,ID,
SYN1,Recent Recommendation,29671924,,
SYN1,Highly Cited,3104800,,
SYN1,Support,31130284,Epilepsy/seizures,
SYN1,Support,31906484,ID,
SYN1,Support,31969655,"ID, Afs",
SYN1,Highly Cited,6404912,,
SYN1,Highly Cited,6438799,,
SYN2,Positive Association,16131404,SCZ,
SYN2,Positive Association,17766091,SCZ,
SYN2,Recent Recommendation,23280234,ASD,
SYN2,Primary,23956174,ASD,Epilepsy
SYN2,Support,25533962,Unknown diagnosis,
SYN2,Recent Recommendation,28087765,,
SYN3,Primary,23280234,ASD,
SYN3,Support,28327206,"DD, epilepsy/seizures, hypotonia",
SYN3,Support,31398340,ASD,
SYNCRIP,Support,23020937,ID,Epilepsy/seizures
SYNCRIP,Primary,25961944,ASD,
SYNCRIP,Support,27479843,ID,
SYNCRIP,Support,28135719,DD,
SYNCRIP,Recent Recommendation,30504930,ASD,
SYNCRIP,Support,30564305,ASD,
SYNE1,Highly Cited,10878022,,
SYNE1,Highly Cited,17159980,ARCA1,
SYNE1,Recent Recommendation,19542096,AMC,
SYNE1,Recent Recommendation,19874786,,
SYNE1,Primary,21572417,ASD,
SYNE1,Support,22565781,"BPD, UP",
SYNE1,Recent Recommendation,23352163,ASD,
SYNE1,Positive Association,23453885,"ASD, ADHD, BPD, MDD, SCZ",
SYNE1,Support,23849776,ASD,
SYNE1,Support,24410847,ASD,
SYNE1,Support,25363760,ASD,
SYNE1,Support,25961944,ASD,
SYNE1,Support,26539891,ID,"Brain abnormalities, microcephaly"
SYNE1,Support,27457812,ID,
SYNE1,Support,28867142,ASD,
SYNE1,Support,31674007,ASD,Microcephaly
SYNE1,Support,32530565,"ASD, DD",
SYNGAP1,Highly Cited,15924861,,
SYNGAP1,Highly Cited,16484497,,
SYNGAP1,Highly Cited,16537406,,
SYNGAP1,Recent Recommendation,19196676,ID,
SYNGAP1,Recent Recommendation,20105235,,
SYNGAP1,Support,20531469,ASD,
SYNGAP1,Recent Recommendation,20683986,ID,
SYNGAP1,Support,21076407,ID,
SYNGAP1,Primary,21237447,ASD,epilepsy
SYNGAP1,Recent Recommendation,21376300,ID,
SYNGAP1,Recent Recommendation,21382555,,
SYNGAP1,Support,23020937,ID,"Epilepsy, ASD"
SYNGAP1,Support,23033978,ID,"Epilepsy, ASD"
SYNGAP1,Recent Recommendation,23161826,ID,"ASD, Epilepsy"
SYNGAP1,Support,23687080,ID,Epilepsy
SYNGAP1,Recent Recommendation,23708187,Epilepsy,"ID, ASD, DD"
SYNGAP1,Recent Recommendation,23785156,,
SYNGAP1,Support,24267886,ASD,
SYNGAP1,Recent Recommendation,24391850,,
SYNGAP1,Support,24690944,"DD, ID, ASD",MCA
SYNGAP1,Support,25167861,ID,
SYNGAP1,Recent Recommendation,25363760,ASD,
SYNGAP1,Support,25418537,ASD,
SYNGAP1,Support,25533962,"DD, epilepsy/seizures",
SYNGAP1,Recent Recommendation,25882707,,
SYNGAP1,Recent Recommendation,26079862,ID,"ASD, epilepsy/seizures"
SYNGAP1,Recent Recommendation,26401017,ASD,
SYNGAP1,Support,26402605,ASD,
SYNGAP1,Support,26544041,"DD, ID, epilepsy/seizures",
SYNGAP1,Support,26989088,"ID, epilepsy/seizures",ASD
SYNGAP1,Support,27159028,ID,
SYNGAP1,Support,27334371,"ASD, ID, epilepsy/seizures",
SYNGAP1,Support,27525107,ASD,
SYNGAP1,Support,27824329,ASD,
SYNGAP1,Support,27864847,Epilepsy/seizures,"ASD, cognitive impairment"
SYNGAP1,Support,28333917,ID,
SYNGAP1,Support,28554332,"ASD, ID, epilepsy/seizures",
SYNGAP1,Support,28576131,"ID, epilepsy/seizures, autistic features","Microcephaly, growth delay, behavioral problems, s"
SYNGAP1,Support,28708303,ID,"ASD, epilepsy/seizures"
SYNGAP1,Support,29100083,Epilepsy/seizures,DD/ID
SYNGAP1,Support,29286531,"DD, epilepsy/seizures",
SYNGAP1,Support,29346770,ASD,
SYNGAP1,Support,29381230,"ASD, DD, ID",
SYNGAP1,Support,30091983,"DD, ID",Microcephaly
SYNGAP1,Recent Recommendation,30455457,,
SYNGAP1,Recent Recommendation,30541864,"Epilepsy/seizures, DD, ID",ASD
SYNGAP1,Support,30923172,ID,Behavioral abnormalities
SYNGAP1,Support,30945278,Epilepsy/seizures,DD
SYNGAP1,Support,31031587,ASD,ID
SYNGAP1,Support,31209962,"ID, ASD or autistic traits",
SYNGAP1,Support,31220273,ASD,
SYNGAP1,Support,31395010,"DD/ID, epilepsy/seizures",ASD
SYNGAP1,Support,31452935,ASD,
SYNGAP1,Support,31981491,ASD,
SYNGAP1,Support,32277047,ID,Marfanoid habitus
SYNGAP1,Support,32469098,"ASD, DD, ID, epilepsy/seizures",ADHD
SYNGAP1,Support,32477112,ASD,"ID, epilepsy/seizures"
SYNGAP1,Support,32887745,,
SYNGAP1,Highly Cited,9581761,,
SYNGAP1,Highly Cited,9620694,,
SYNJ1,Primary,28714951,ASD,
SYP,Support,19377476,X-linked mental retardation-96,
SYP,Primary,31981491,ASD,
SYP,Support,32193494,ASD,
SYT1,Primary,25363760,ASD,
SYT1,Recent Recommendation,30107533,"DD, infantile hypotonia, behavioral abnormalities","Impaired social development, motor stereotypies"
SYT1,Support,32362337,Baker-Gordon syndrome,
SYT17,Primary,19404256,ASD,
SYT17,Positive Association,22935194,ASD,
SYT3,Primary,22503632,ASD,
TAF1,Support,25644381,ID,
TAF1,Primary,26637982,"DD, ID",Autistic behaviors
TAF1,Support,27620904,ID,
TAF1,Support,31341187,ID,
TAF1,Support,31646703,X-linked syndromic mental retardation-33 (MRXS33),
TAF1,Support,32277047,ID,Marfanoid habitus
TAF1,Support,32530565,"DD, epilepsy/seizures",
TAF1,Support,32714589,X-linked syndromic mental retardation-33,"DD, ID, stereotypy"
TAF1C,Primary,22843504,ASD,
TAF1C,Positive Association,28472652,Tourette syndrome,
TAF1L,Highly Cited,12217962,,
TAF1L,Recent Recommendation,19794495,,
TAF1L,Primary,21572417,ASD,
TAF1L,Support,31398340,ASD,
TAF6,Primary,25363768,ASD,
TAF6,Recent Recommendation,28263302,ASD,
TAF6,Support,31398340,ASD,
TAFA2,Primary,29339520,"ASD, ID","DD, ADHD, epilepsy/seizures"
TAFA3,Support,24035194,ASD,
TAFA3,Primary,29184127,,
TANC2,Support,23033978,ID,
TANC2,Support,24463507,SCZ,
TANC2,Primary,25363768,ASD,
TANC2,Support,25961944,ASD,
TANC2,Recent Recommendation,28191889,ASD,
TANC2,Support,28714951,ASD,
TANC2,Support,28991257,Congenital heart disease (CHD),Neurodevelopmental disorders (NDD)
TANC2,Recent Recommendation,29754769,ASD,
TANC2,Support,30021165,"ASD, ID",
TANC2,Recent Recommendation,31616000,"ASD or autistic features, DD, ID",Epilepsy/seizures
TAOK1,Primary,25363760,ASD,
TAOK1,Recent Recommendation,31230721,DD,ASD
TAOK1,Support,31981491,ASD,
TAOK2,Support,22683681,,
TAOK2,Support,28065648,,
TAOK2,Primary,28263302,ASD,
TAOK2,Support,28714951,ASD,
TAOK2,Recent Recommendation,29467497,ASD,
TAOK2,Support,31964717,ASD,
TBC1D23,Primary,28823706,Pontocerebellar hypoplasia type 11 (PCH11),"DD, epilepsy/seizures"
TBC1D23,Support,28823707,Pontocerebellar hypoplasia type 11 (PCH11),"ID, stereotypic movements, autistic behavior"
TBC1D31,Primary,25363768,ASD,
TBC1D31,Support,25961944,ASD,
TBC1D31,Support,28867142,ASD,
TBC1D31,Support,31398340,ASD,
TBC1D5,Highly Cited,15254270,,
TBC1D5,Highly Cited,16804075,,
TBC1D5,Recent Recommendation,18046412,,
TBC1D5,Recent Recommendation,19139597,,
TBC1D5,Recent Recommendation,20410134,,
TBC1D5,Primary,20531469,ASD,
TBC1D5,Positive Association,29483656,SCZ,
TBC1D5,Support,31398340,ASD,
TBC1D7,Primary,22795129,,
TBC1D7,Recent Recommendation,23687350,ID,
TBC1D7,Support,24515783,ID,
TBC1D7,Recent Recommendation,24714658,,
TBCK,Primary,27040691,Infantile hypotonia with psychomotor retardation a,ASD
TBL1X,Primary,22050706,ASD,
TBL1XR1,Primary,22495309,ASD,
TBL1XR1,Support,23160955,ASD,
TBL1XR1,Support,24891185,ID,
TBL1XR1,Support,25102098,West syndrome,"Epilepsy, autistic features"
TBL1XR1,Support,25425123,ID,
TBL1XR1,Support,25533962,"DD, ID",Epilpesy/seizures
TBL1XR1,Recent Recommendation,26740553,"DD, ASD",
TBL1XR1,Recent Recommendation,26769062,Pierpont syndrome,"DD, ID"
TBL1XR1,Support,27479843,ID,
TBL1XR1,Support,28191889,DD,
TBL1XR1,Recent Recommendation,28348241,"ASD, DD, ID",
TBL1XR1,Support,28574232,"ASD, ID",
TBL1XR1,Support,28588275,SCZ,
TBL1XR1,Support,28687524,Pierpont syndrome,
